,comment,eng
59,"For my money this is the best co-operative game to date, although there are too many fiddly rules and oddball mechanisms for this to really be the 'gateway' game that it ought to be given its topical theme. Whether or not you win isn't decided by how well you strategise so much as how favourably the cards come out of the random draw decks and that's set by the initial shuffle. Even as a smoke and mirrors illusion though, this is a worthwhile activity as the game racks up the tension and then teases you by letting you think you lost by a narrow margin. The 45 minute playing time is just right.",True
60,"A very quick cooperative game. The disease mechanisms are very clever. The game seems to have decent replayability because of the random setup. There's a mean balance between the roles: No matter which of them is out of the game, you always feel so screwed.  Very good component quality, even though the wooden bits are a bit large for the map. The box is very sturdy, and delightfully small.  Rating may rise. ",True
61,"[BGCOLOR=#FF3300][COLOR=#FFFFFF]Wargame.[/COLOR][/BGCOLOR] Finally got to play this. I think I like this more than Memoir 44 or BattleLore, not sure why. Maybe I feel like the theme fits the system better? I also played Brian's C&C: Napoleonics and I liked that too, heh.",True
62,"Pros: +Quality GMT written rulebook. +TONS of little wooden blocks. +Lots of depth in strategies. +Tons of expansions will make this game awesome. +Way more depth than Battle Cry.  Cons: -Stickering all them little dudes was a pain in the ass. Took us together almost an hour each. -Too many guys look too similar to each other. -Artwork is not that great. -Map is pretty bland.  Overall, I really enjoy this game and after a second play with Jen, she seemed to like it a lot better. I really also enjoy this game solo.",True
63,"Cute, light party game. Nothing really groundbreaking here, but Dixit is pleasant enough. The artwork for the most part is interesting and the game tends to generate at least a few laughs. Update: Rating boosted from 8 to 9 as this game continues to grow on me and continues to see table time. One of the better party games out there.",True
64,[Played 5 times] Abstract game (as you may expect it has simple rules but interesting gameplay). Repetitive. Short. Nice bits.,True
65,"Visually stunning, but with players of matched skill going first is a definite big advantage.",True
66,"So many different ways to play.  Simple, elegant, and still I lose!",True
67,"I'm an auction games nut and this is the best one around.  Players auction and purchase art from the various hands of the players and generally speculate on what artist will be the most popular this round.  Payoffs are made at the end of each round for art bought, but the clever money is won (and lost) during the auctions themselves.  Brilliant game.",True
68,DIGITAL PLAY:  iPad Air Fun game. Game 2 of the harvest games.,True
69,"I think this is a good game. Really, I do, but like a lot of other Rosenberg titles, I personally think Le Havre feels samey very quickly. The mechanics are sound, and that first play is tight and exciting, but every subsequent play is a bit boring and predictable. I still give it a favorable score for being built on solid bones. I just think I've seen all Le Havre has to offer.",True
70,"A very good pirate game.  You play either a Merchant or a Pirate with Merchants delivering goods to ports and earning glory points.  Or you be a Pirate and conduct merchant raids to earn glory points.  You can earn glory with missions, rumors and stashing money.  You can upgrade your ships, attack NPC ships or other players.  Players tend to be very conservative though.    The game is very fun but after many plays, players tend to all be Merchants.  The game gets a reputation that it ought to be called Merchants and Merchants.  It is a fair criticism.  The components are great though and I really like the game.  ",True
71,"Solid game.  I was concerned being too abstract and having too many cubes, however those fears were unfounded.  The game played quickly, provided many different scoring options, had good strategies, and most importantly, had surprisingly good interaction with its blocking mechanic.  I had fun.  While I like quick games, I felt it ended way too early.  It seemed to end when people's engines were taking place.  Also, the player boards should be ""more intuitive"" for newbies.",True
72,"Excellent epic complex card-driven civilisation game. A whole range of concepts have been nicely integrated into the main mechanisms: happiness, corruption, revolutions, colonization, military conflict, culture, important or remarkable leaders, ... Resources and technology points are more important than food to progress with your civilisation (other civilisation games tend to have a more acute shortage of food). The game components are rather tiny and should have been bigger. *** 22 Feb 2007: Simple game with three newbies took a bit more than three hours, including explanation, but ended rather abruptly. As indicated in the rules, the simple game should only be played to learn the basic game mechanisms. *** 24 Feb 2007: Full game with three players, of which two newbies, lasted almost nine hours. Should go faster with more experience, but nevertheless downtime between turns might be an issue. Winning thanks to fast food chains was rather pleasant! *** 25 Feb 2007: Advanced game with three players (again two newbies) - 5 hours. Just as with the simple game, the game ended too fast. There were still a whole lot of things to do and the Age III cards looked tempting. *** 14 March 2007: Full game with two players - 5 hours. *** 12 January 2008: Full game with three players - 5 hours. *** 20 September 2008: Simple game with three players. *** 25 April 2009: Full game with three players - 7 or 8 hours. *** Conclusion: the full game has definitely my preference! *** 2013: started online playing ...",True
73,"I was under the initial impression that this was a deeper strategy game that it turned out to be.  I was a bit shocked when I discovered just how simple the mechanics actually were.  There is certainly strategy and even some tactics involved for sure, probably enough for your average gamer.  However, I really enjoy deeper games and this game isn't ideal for me. That's NOT to say this is a bad game or even an average game, it's certainly well designed and it seem quite balanced. I can appreciate the blend of simple mechanics, mitigated luck, and the decent amount of planning need to play well. I'll certainly play this game but I'll probably delegate it to the family gaming pile.",True
74,"Solid game to be sure -- need a few more plays to know if I truly enjoy it or not.  But I like these bag-builders and I'm hoping for more, perhaps with a more interesting theme.",True
75,It's exactly the same game as Apples to Apples but with weird pictures and zero fun.  It takes all of the imagination out of what Apples to Apples is. We literally trudged through the first game just to say we'd played it once. Everyone who'd played A2A before agreed that this was a much inferior copycat.,True
76,"I just can't like this game as much as I always hoped I would.  Invested in a copy recently as I wanted the entire mask trilogy. I'm hoping my tastes have evolved into seeing how good this game realy is.  Update:  Years later I play again and finally see some good in Tikal. It's still my least favorite of the series, and the annoyance that is ""player to your left flips a tile with tokens, everyone takes them before you can get any"" puts a cramp in my enjoyment.  I also think the game is VERY dependent upon the skill of the players and how well they place the tiles.",True
77,"Haven't played the auction variant. Rating might go up if that turns out to be better, as some claim.",True
78,"It’s not just about min/maxing your action points to probable victory points, but deciding where to set up so as to take points from the correct person. Or at least make it costly for them to score. If you spread yourself too thin, everyone’s going to pile into your temples. Therefore consolidate workers on a few big temples to discourage theft. Then try and steal some lower ranked temples which aren’t as guarded. There are good decisions every turn, combining strategic setup and tactics. It doesn’t rate higher due to downtime and the ease with which a player can be taken out of the game through accidental collusion, though usually induced by poor setup / defense admittedly. Still, there's plenty of meat to keep the grey cells turning.",True
79,"See my comment on the first edition. Some nice additions and refinements, but the main minor point remains the long playing time and the stalemate experience.",True
80,Attractive worker placement game with interesting catch-up mechanic. The supplements increase the variety of choices but make the game a bit more volatile. ,True
81,Fairly light and quick tile laying game. Can get a bit random with more players but it still is fun. A good filler!  Gameplay: :star::star::star::nostar::nostar: Replayability: :star::star::star::nostar::nostar: Fun/Social: :star::star::star::nostar::nostar: Components: :star::star::star::star::nostar: Rules: :star::star::star::star::nostar:,True
82,"--Feb2007-- It's pretty cute.  Need to try with more than 2 players, though. --Feb2007-- Definitely better with 3 than 2; I may have to raise my rating.",True
83,"An abstract game of tile placement and route building. I don't find it particularly deep compared to other abstract games. The best thing about it it is that it's so simple and quick. Also, several players can play it together, which is quite rare for an abstract game. ",True
84,"I tried this many times, some face to face and a lot here on BGG. It's OK, but I don't share the love for this game that so many others seem to have. It seems largely tactical, which I generally prefer - plays are almost completely dictated by your hand of tiles and the current board layout (makes it great for PBW with open cubes). But there is certainly more here than just tactics: spatial play on the board (one reason why this is better than the E&T Card Game), bluffing, timing the end of the game, etc. But after years of having the game sit on the shelf unplayed, we finally traded it off. After all, I can always play it on BGG, and buy a newer copy (with extra map) if I somehow fall in love with the game!  My rules summary (old, with not-so-great audio quality!): http://www.boardgamegeek.com/filepage/11372/audiorules_euphrat-mp3",True
85,"I have to say I was surprised as I've seen plenty of other games do the same idea but usually fall short, i.e.- to much to keep track of later in the game, early player elimination. It's almost sure that you will have some conflict the last couple of turns on par with Small World so if you know people that can't handle that you probably won't like the game. I ding it only 1 point for too much randomness.",True
86,"It was a great game at first: a bit of territory control, a bit of licitation (original!), multi-dimensional scoring, resource management, different strategies...  All what I like.. (BUT -  see my edit note).  And THIS is the game which hardly (if at all) forgives even 1 (noticable) mistake, even at the very beginning.  Minor complaint comes from the role of temples - they rarely reach higher values and that way decrease usefulness of farmers and provinces containing temples (crippling that way one possible strategy).  It could be fixed by changing ranges on which the value of temples depends.  But on the other hand, maybe it's well thought and done for purpose, otherwise temples&farmers would become too powerful.  Who knows?  EDIT: After 9 plays I really have enough..  The game has SERIOUSLY worn out for me.  I have no fun now, more - I can't stand it any more!  Rank diving down.  Sold.",True
87,"In theory a good game, but it does nothing for me, so it's only OK.",True
88,"A bit disappointing. I really like the style of auction presented here, but just like Cyclades, the rest of the game built around it is pretty mediocre. I was really hoping this would replace Vegas Showdown in my mind, but in actuality it almost feels like Knizia's imitation of that system. Every region has its own rules and restrictions, and the only real room for creative play is through the cards, which range from being incredibly useful to being downright pointless. I thought the game was fine, but nothing I felt was worth playing again.   I would rather play Ra if given the choice.",True
89,its fine,True
90,Sold in my game auction Sept 2009,True
91,"Players bid for power plants that either use coal, oil, waste, uranium or wind for power. Resources are bought at a certain price scale (and replenished at the end of a turn at a certain quantity). Interesting game in that the most advanced player goes last in buying resources and connecting cities, creating a lot of ebb and flow in the game. Fairly long game, more than 3 hrs each time. Engaging, but not particularly satisfying since there are some factors in play such as opponents trying to build and potentially cut you off (playing Kingmaker), if you buy a plant and are out of the auction, a better plant might flip up, opponent may buy up resources even if game is ending just to deny you. It's all right, I think you have to be in the mood for this one.",True
92,Challenging little co-op game with balanced gameplay that was a pleasant surprise.,True
93,"A wild and fun hidden roles game. The straightforward battle between two sides is really thrown for a loop by neutrals with their own agendas. Make no mistake; this is a game with lots of luck and little balance. Its just crazy fun. Makes for a very talkative, energetic and lively session. +Hidden Teams+  House rules: * Custom characters - see file on BGG! * Characters can only reveal to use their special ability or for a card. * Allie - can only heal at the start of her turn and only heals to 4. * Unknown - can use cards that refer to Hunters (Advent and Spear of Longinus)",True
